,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5602331,3875997,HL251093,11/16/2004 09:00:00 AM,131XX S CARVER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"SCHOOL, PUBLIC, BUILDING",True,False,533,5.0,9.0,54.0,11,1186850.0,1818609.0,2004,04/15/2016 08:55:02 AM,41.65736912,-87.591933595,"(41.65736912, -87.591933595)"
5602385,3876078,HL251742,01/01/2003 12:01:00 AM,071XX S PARNELL AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,False,False,732,7.0,6.0,68.0,02,1173864.0,1857550.0,2003,04/15/2016 08:55:02 AM,41.764525554,-87.638301265,"(41.764525554, -87.638301265)"
5602386,3876080,HL242819,01/01/2004 12:01:00 AM,036XX S WOOD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,922,9.0,11.0,59.0,20,1164950.0,1880480.0,2004,04/15/2016 08:55:02 AM,41.827641281,-87.670325256,"(41.827641281, -87.670325256)"
5602420,3876127,HK628213,09/16/2004 06:32:00 PM,011XX W LELAND AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,2311,19.0,46.0,3.0,06,1167645.0,1931362.0,2004,04/15/2016 08:55:02 AM,41.967207424,-87.658970315,"(41.967207424, -87.658970315)"
5602485,3876211,HL250604,11/01/2004 09:00:00 AM,132XX S GREENWOOD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,533,5.0,9.0,54.0,06,1186022.0,1818065.0,2004,04/15/2016 08:55:02 AM,41.655895809,-87.594980408,"(41.655895809, -87.594980408)"
5602498,3876229,HL240367,01/01/2004 12:00:00 PM,011XX E 82ND ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,411,4.0,8.0,45.0,06,1185192.0,1850851.0,2004,04/15/2016 08:55:02 AM,41.745884159,-87.596991728,"(41.745884159, -87.596991728)"
5602567,3876341,HL252161,12/03/2004 12:00:00 PM,014XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,False,False,1231,12.0,2.0,28.0,08A,1165961.0,1893018.0,2004,04/15/2016 08:55:02 AM,41.862025293,-87.666258728,"(41.862025293, -87.666258728)"
5602662,3876521,HK835210,12/30/2004 12:05:00 AM,017XX W ESTES AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2423,24.0,49.0,1.0,06,1163561.0,1947446.0,2004,04/15/2016 08:55:02 AM,42.011429647,-87.673531025,"(42.011429647, -87.673531025)"
5602740,3876644,HL247650,08/11/2004 04:00:00 PM,040XX N KILBOURN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,True,False,1722,17.0,38.0,16.0,02,1145493.0,1926469.0,2004,04/15/2016 08:55:02 AM,41.954230192,-87.740545545,"(41.954230192, -87.740545545)"
5602751,3876664,HL250550,10/15/2004 08:00:00 AM,061XX S HONORE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,714,7.0,15.0,67.0,20,1165072.0,1863916.0,2004,04/15/2016 08:55:02 AM,41.782185132,-87.670346427,"(41.782185132, -87.670346427)"
5602901,3876895,HK624470,09/15/2004 01:30:00 AM,001XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,1332,12.0,2.0,28.0,08B,1161720.0,1901041.0,2004,04/15/2016 08:55:02 AM,41.884130507,-87.681603154,"(41.884130507, -87.681603154)"
5602938,3876966,HK622844,09/14/2004 11:11:00 AM,002XX N OGDEN AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,1333,12.0,27.0,28.0,06,1166885.0,1901585.0,2004,04/15/2016 08:55:02 AM,41.885514079,-87.662621141,"(41.885514079, -87.662621141)"
5602953,3876993,HL238888,03/16/2004 11:00:00 PM,024XX S DAMEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1034,10.0,25.0,31.0,18,1163419.0,1887893.0,2004,04/15/2016 08:55:02 AM,41.848015617,-87.675734083,"(41.848015617, -87.675734083)"
5602970,3877023,HL249782,12/12/2004 08:00:00 AM,095XX S AVALON AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,511,5.0,8.0,50.0,10,1186213.0,1841779.0,2004,04/15/2016 08:55:02 AM,41.720965586,-87.59353635,"(41.720965586, -87.59353635)"
5603036,3877122,HL249145,04/10/2003 11:00:00 AM,046XX S PULASKI RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,FACTORY/MANUFACTURING BUILDING,False,False,815,8.0,14.0,57.0,06,1150468.0,1873663.0,2003,04/15/2016 08:55:02 AM,41.809228885,-87.723635737,"(41.809228885, -87.723635737)"
5603062,3877157,HL249174,09/09/2003 12:30:00 AM,037XX W 77TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,833,8.0,18.0,70.0,06,1152250.0,1853134.0,2003,04/15/2016 08:55:02 AM,41.752859261,-87.717638755,"(41.752859261, -87.717638755)"
5603125,3877252,HL252352,06/04/2004 12:00:00 PM,005XX W FULLERTON PKWY,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1812,18.0,43.0,7.0,06,1172433.0,1916224.0,2004,04/15/2016 08:55:02 AM,41.925563482,-87.641814612,"(41.925563482, -87.641814612)"
5603144,3877282,HL248779,07/01/2004 12:00:00 PM,003XX W ROOT ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,935,9.0,3.0,37.0,06,1174811.0,1877439.0,2004,04/15/2016 08:55:02 AM,41.819081981,-87.634237481,"(41.819081981, -87.634237481)"
5603183,3877361,HL252344,03/22/2004 04:00:00 PM,012XX S CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1021,10.0,24.0,29.0,07,1152579.0,1893769.0,2004,04/15/2016 08:55:02 AM,41.864360941,-87.715362336,"(41.864360941, -87.715362336)"
5603197,3877391,HL249135,11/04/2004 03:00:00 PM,038XX S IRON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,922,9.0,11.0,59.0,06,1167881.0,1879380.0,2004,04/15/2016 08:55:02 AM,41.824560195,-87.659603456,"(41.824560195, -87.659603456)"
5603273,3877524,HL243733,12/19/2004 04:00:00 PM,045XX S WALLACE ST,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,STREET,False,False,935,9.0,11.0,61.0,17,1173061.0,1874641.0,2004,04/15/2016 08:55:02 AM,41.811442893,-87.640739838,"(41.811442893, -87.640739838)"
5603291,3877550,HK446751,06/21/2004 10:01:11 PM,112XX S PARNELL AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,2233,22.0,34.0,49.0,26,1174641.0,1830394.0,2004,04/15/2016 08:55:02 AM,41.689988551,-87.636259396,"(41.689988551, -87.636259396)"
5603292,3877553,HK614876,09/10/2004 03:41:57 PM,013XX W 99TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2213,22.0,21.0,73.0,05,1169105.0,1839117.0,2004,04/15/2016 08:55:02 AM,41.714046998,-87.656275773,"(41.714046998, -87.656275773)"
5603294,3877556,HK326717,04/26/2004 10:04:00 AM,012XX W 97TH ST,0560,ASSAULT,SIMPLE,STREET,False,False,2213,22.0,21.0,73.0,08A,1169805.0,1840607.0,2004,04/15/2016 08:55:02 AM,41.71812065,-87.653669019,"(41.71812065, -87.653669019)"
5603374,3877731,HL247240,10/17/2004 09:00:00 AM,003XX S WACKER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,111,1.0,2.0,32.0,11,1173916.0,1898816.0,2004,04/15/2016 08:55:02 AM,41.877762073,-87.63688469,"(41.877762073, -87.63688469)"
5603469,3877908,HL252642,10/03/2004 09:00:00 PM,049XX S JUSTINE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,931,9.0,20.0,61.0,26,1166840.0,1871968.0,2004,04/15/2016 08:55:02 AM,41.804243194,-87.663634481,"(41.804243194, -87.663634481)"
5603497,3877985,HL169585,02/08/2004 02:15:00 PM,032XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,1732,17.0,31.0,21.0,18,1149163.0,1921086.0,2004,04/15/2016 08:55:02 AM,41.939388358,-87.727193957,"(41.939388358, -87.727193957)"
5603511,3878045,HK549582,08/10/2004 06:41:05 PM,115XX S NORMAL AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,524,5.0,34.0,53.0,26,1175033.0,1828477.0,2004,04/15/2016 08:55:02 AM,41.684719294,-87.63488118,"(41.684719294, -87.63488118)"
5603528,3878068,HL252275,07/01/2002 12:00:00 PM,027XX S STATE ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2113,1.0,3.0,35.0,06,1176730.0,1886544.0,2002,04/15/2016 08:55:02 AM,41.844023772,-87.626923253,"(41.844023772, -87.626923253)"
5603574,3878137,HL252959,03/24/2002 12:00:00 AM,057XX S WINCHESTER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,True,715,7.0,15.0,67.0,06,1164337.0,1866616.0,2002,04/15/2016 08:55:02 AM,41.789609798,-87.672965116,"(41.789609798, -87.672965116)"
5603634,3878210,HL253202,10/01/2004 12:01:00 AM,055XX W QUINCY ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1522,15.0,29.0,25.0,06,1139552.0,1898453.0,2004,04/15/2016 08:55:02 AM,41.87746183,-87.763070565,"(41.87746183, -87.763070565)"
5603654,3878240,HL253041,10/07/2004 09:00:00 AM,052XX N SHERIDAN RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,True,False,2023,20.0,48.0,77.0,11,1168697.0,1934885.0,2004,04/15/2016 08:55:02 AM,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
5603782,3878406,HL252841,04/24/2004 02:30:00 PM,001XX N CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,False,1212,12.0,27.0,28.0,26,1169444.0,1900868.0,2004,04/15/2016 08:55:02 AM,41.883491313,-87.653244922,"(41.883491313, -87.653244922)"
5603796,3878424,HL250643,07/24/2004 07:00:00 AM,032XX N RACINE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,1924,19.0,44.0,6.0,02,1167719.0,1921552.0,2004,04/15/2016 08:55:02 AM,41.940286794,-87.658982052,"(41.940286794, -87.658982052)"
5603805,3878435,HL252317,01/01/2004 12:00:00 AM,081XX S CHRISTIANA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,834,8.0,18.0,70.0,06,1155463.0,1850464.0,2004,04/15/2016 08:55:02 AM,41.745468645,-87.705935616,"(41.745468645, -87.705935616)"
5603840,3878483,HK623736,09/14/2004 12:01:00 AM,019XX W BELLE PLAINE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1923,19.0,47.0,5.0,06,1162634.0,1927239.0,2004,04/15/2016 08:55:02 AM,41.95600047,-87.677511142,"(41.95600047, -87.677511142)"
5603864,3878515,HL251363,10/04/2004 05:30:00 PM,122XX S MAY ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,524,5.0,34.0,53.0,11,1170878.0,1823639.0,2004,04/15/2016 08:55:02 AM,41.671534447,-87.650231897,"(41.671534447, -87.650231897)"
5604018,3878719,HL250717,05/01/2004 09:00:00 AM,072XX S ROCKWELL ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,831,8.0,18.0,66.0,06,1160295.0,1856512.0,2004,04/15/2016 08:55:02 AM,41.761967233,-87.688063957,"(41.761967233, -87.688063957)"
5604050,3878769,HL252857,12/20/2004 08:00:00 AM,048XX S KNOX AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,815,8.0,23.0,56.0,06,1146175.0,1872138.0,2004,04/15/2016 08:55:02 AM,41.805126547,-87.739420545,"(41.805126547, -87.739420545)"
5604172,3878966,HL253396,03/24/2004 08:00:00 PM,035XX W BELLE PLAINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,True,1723,17.0,33.0,16.0,14,1152190.0,1927028.0,2004,04/15/2016 08:55:02 AM,41.955634374,-87.715911491,"(41.955634374, -87.715911491)"
5604332,3879247,HK444008,06/20/2004 07:15:00 PM,029XX S ARCHER AVE,0460,BATTERY,SIMPLE,STREET,False,False,923,9.0,11.0,60.0,08B,1168294.0,1885618.0,2004,04/15/2016 08:55:02 AM,41.841668977,-87.657908346,"(41.841668977, -87.657908346)"
5604338,3879262,HK463763,06/29/2004 10:34:00 PM,036XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,922,9.0,11.0,59.0,14,1165945.0,1880578.0,2004,04/15/2016 08:55:02 AM,41.827889074,-87.66667194,"(41.827889074, -87.66667194)"
5604480,3879500,HL254080,09/01/2003 03:00:00 PM,058XX S HOMAN AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,822,8.0,14.0,63.0,06,1154711.0,1865740.0,2003,04/15/2016 08:55:02 AM,41.787403397,-87.708284349,"(41.787403397, -87.708284349)"
5604502,3879544,HL249918,12/21/2004 12:01:00 AM,019XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1434,14.0,1.0,22.0,10,1159911.0,1913055.0,2004,04/15/2016 08:55:02 AM,41.91713541,-87.687914102,"(41.91713541, -87.687914102)"
5604557,3879633,HK618967,09/12/2004 03:25:00 PM,019XX E 67TH ST,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,STREET,False,False,331,3.0,5.0,42.0,17,1190111.0,1860929.0,2004,04/15/2016 08:55:02 AM,41.773422126,-87.57864383,"(41.773422126, -87.57864383)"
5604566,3879644,HK693489,10/18/2004 08:30:00 AM,047XX S UNION AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",True,False,935,9.0,11.0,61.0,26,1172434.0,1873254.0,2004,04/15/2016 08:55:02 AM,41.807650669,-87.643080489,"(41.807650669, -87.643080489)"
5604612,3879716,HL239933,11/05/2004 09:00:00 AM,002XX E 49TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,224,2.0,3.0,38.0,08B,1178583.0,1872586.0,2004,04/15/2016 08:55:02 AM,41.805679886,-87.620548131,"(41.805679886, -87.620548131)"
5604692,3879857,HL254374,12/23/2004 09:00:00 AM,053XX S HYDE PARK BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,True,False,2132,2.0,5.0,41.0,06,1188558.0,1870251.0,2004,04/15/2016 08:55:02 AM,41.799039656,-87.584038879,"(41.799039656, -87.584038879)"
5604726,3879927,HL254628,09/01/2003 12:01:00 AM,069XX N ASHLAND BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,True,2431,24.0,49.0,1.0,17,1164515.0,1946354.0,2003,04/15/2016 08:55:02 AM,42.008412948,-87.670051994,"(42.008412948, -87.670051994)"
5604744,3879960,HL254782,11/30/2004 12:00:00 PM,026XX W CULLERTON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1023,10.0,28.0,30.0,06,1159135.0,1890308.0,2004,04/15/2016 08:55:02 AM,41.854731579,-87.691390313,"(41.854731579, -87.691390313)"
5604793,3880029,HL254976,11/11/2004 01:30:00 PM,079XX S INGLESIDE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,624,6.0,8.0,44.0,06,1183939.0,1852575.0,2004,04/15/2016 08:55:02 AM,41.750644328,-87.601529193,"(41.750644328, -87.601529193)"
5604809,3880046,HL249083,01/01/2004 03:00:00 AM,074XX S JEFFERY BLVD,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,333,3.0,5.0,43.0,02,1190832.0,1855964.0,2004,04/15/2016 08:55:02 AM,41.759780376,-87.576161074,"(41.759780376, -87.576161074)"
5604822,3880070,HL255092,07/22/2004 09:00:00 AM,084XX S MUSKEGON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,423,4.0,7.0,46.0,06,1196622.0,1849523.0,2004,04/15/2016 08:55:02 AM,41.741963988,-87.555154709,"(41.741963988, -87.555154709)"
5605031,3880338,HL253486,12/24/2004 04:00:00 AM,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,06,1100658.0,1934241.0,2004,04/15/2016 08:55:02 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
5605076,3880392,HL254760,09/30/2004 02:00:00 PM,107XX S PULASKI RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2211,22.0,19.0,74.0,26,1151593.0,1832864.0,2004,04/15/2016 08:55:02 AM,41.697247554,-87.720575182,"(41.697247554, -87.720575182)"
5605081,3880397,HL254737,12/01/2004 12:00:00 AM,062XX S WHIPPLE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,823,8.0,15.0,66.0,06,1157120.0,1863182.0,2004,04/15/2016 08:55:02 AM,41.78033548,-87.699520645,"(41.78033548, -87.699520645)"
5605088,3880405,HL254057,11/13/2004 12:00:00 AM,025XX W MARQUETTE RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,832,8.0,15.0,66.0,06,1160689.0,1860145.0,2004,04/15/2016 08:55:02 AM,41.771928592,-87.686519759,"(41.771928592, -87.686519759)"
5605135,4003702,HL358953,01/01/2001 04:00:00 PM,006XX E 102ND PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,511,5.0,9.0,49.0,06,1182348.0,1837096.0,2001,03/31/2006 10:03:38 PM,41.708205119,-87.607837397,"(41.708205119, -87.607837397)"
5605183,3880524,HL254831,08/11/2004 03:00:00 PM,039XX W 55TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,822,8.0,13.0,62.0,11,1151075.0,1867501.0,2004,04/15/2016 08:55:02 AM,41.792307612,-87.721570204,"(41.792307612, -87.721570204)"
5605285,3880635,HL224363,03/16/2004 02:30:00 PM,039XX W GRENSHAW ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1132,11.0,24.0,29.0,18,1150389.0,1894752.0,2004,04/15/2016 08:55:02 AM,41.867101385,-87.723376202,"(41.867101385, -87.723376202)"
5605297,4003932,HL363378,04/01/2001 09:00:00 AM,068XX S DR MARTIN LUTHER KING JR DR,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,322,3.0,20.0,69.0,06,1180142.0,1859588.0,2001,03/31/2006 10:03:38 PM,41.769976532,-87.615228541,"(41.769976532, -87.615228541)"
5605315,3880668,HL251226,12/30/2003 09:00:00 AM,039XX W FILLMORE ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1132,11.0,24.0,29.0,06,1150311.0,1895082.0,2003,04/15/2016 08:55:02 AM,41.868008464,-87.723653949,"(41.868008464, -87.723653949)"
5605470,3880860,HK366853,05/15/2004 10:30:00 PM,038XX S ASHLAND AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,OTHER,True,False,922,9.0,11.0,59.0,22,1166254.0,1879405.0,2004,04/15/2016 08:55:02 AM,41.824663654,-87.665571705,"(41.824663654, -87.665571705)"
5605488,3880881,HK461610,06/28/2004 11:00:00 PM,045XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,False,935,9.0,11.0,61.0,08B,1172389.0,1874836.0,2004,04/15/2016 08:55:02 AM,41.811992827,-87.643198941,"(41.811992827, -87.643198941)"
5605495,3880888,HL252395,12/06/2004 11:05:00 AM,114XX S HALSTED ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,2234,22.0,34.0,75.0,11,1173032.0,1829043.0,2004,04/15/2016 08:55:02 AM,41.686316773,-87.642189656,"(41.686316773, -87.642189656)"
5605599,3881007,HK612865,09/09/2004 12:00:00 AM,035XX W 63RD ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,823,8.0,15.0,66.0,26,1153920.0,1862614.0,2004,04/15/2016 08:55:02 AM,41.778840927,-87.711267556,"(41.778840927, -87.711267556)"
5605614,3881025,HK562428,08/16/2004 10:20:00 PM,066XX S PULASKI RD,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,833,8.0,13.0,65.0,04A,1150850.0,1860070.0,2004,04/15/2016 08:55:02 AM,41.771920176,-87.722588794,"(41.771920176, -87.722588794)"
5605620,3881034,HK607002,09/06/2004 08:35:00 PM,043XX W 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,833,8.0,13.0,65.0,14,1148571.0,1853884.0,2004,04/15/2016 08:55:02 AM,41.754988848,-87.731101768,"(41.754988848, -87.731101768)"
5605626,3881040,HK551738,08/11/2004 07:00:00 PM,060XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8.0,15.0,66.0,14,1159412.0,1864480.0,2004,04/15/2016 08:55:02 AM,41.783850708,-87.69108219,"(41.783850708, -87.69108219)"
5605636,3881054,HL256136,10/01/2004 09:00:00 AM,0000X E ELM ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1824,18.0,42.0,8.0,11,1176790.0,1908119.0,2004,04/15/2016 08:55:02 AM,41.903225503,-87.626050646,"(41.903225503, -87.626050646)"
5605652,3881074,HK600836,09/03/2004 08:35:00 PM,028XX W MARQUETTE RD,0460,BATTERY,SIMPLE,STREET,False,False,831,8.0,15.0,66.0,08B,1158782.0,1860091.0,2004,04/15/2016 08:55:02 AM,41.771819552,-87.693511744,"(41.771819552, -87.693511744)"
5605660,3881083,HK387986,05/25/2004 08:32:00 PM,101XX S MAY ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,2232,22.0,34.0,73.0,26,1170442.0,1837557.0,2004,04/15/2016 08:55:02 AM,41.709737167,-87.651424401,"(41.709737167, -87.651424401)"
5605662,3881087,HL252474,05/03/2004 12:00:00 PM,031XX W OGDEN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,1022,10.0,24.0,29.0,11,1155480.0,1891550.0,2004,04/15/2016 08:55:02 AM,41.858213965,-87.704772409,"(41.858213965, -87.704772409)"
5605663,3881088,HK628874,09/17/2004 12:00:00 PM,106XX S MAY ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2232,22.0,34.0,73.0,06,1170654.0,1834237.0,2004,04/15/2016 08:55:02 AM,41.700621964,-87.650744397,"(41.700621964, -87.650744397)"
5605665,3881091,HL240413,01/01/2004 12:01:00 AM,076XX W CATALPA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1613,16.0,41.0,10.0,06,1124399.0,1935616.0,2004,04/15/2016 08:55:02 AM,41.979704788,-87.817889192,"(41.979704788, -87.817889192)"
5605674,3881101,HK563972,08/17/2004 05:15:00 PM,024XX W 55TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,False,False,824,8.0,16.0,63.0,04B,1161104.0,1868138.0,2004,04/15/2016 08:55:02 AM,41.793853899,-87.684777493,"(41.793853899, -87.684777493)"
5605680,3881108,HK588215,08/28/2004 11:00:00 PM,045XX W 84TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,834,8.0,18.0,70.0,14,1147605.0,1847960.0,2004,04/15/2016 08:55:02 AM,41.73875083,-87.734792958,"(41.73875083, -87.734792958)"
5605703,3881133,HK276823,04/01/2004 07:59:04 PM,115XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,522,5.0,34.0,53.0,07,1177003.0,1828457.0,2004,04/15/2016 08:55:02 AM,41.684620357,-87.627670179,"(41.684620357, -87.627670179)"
5605708,3881139,HK278752,04/02/2004 09:18:46 PM,005XX W 117TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,False,False,524,5.0,34.0,53.0,11,1174935.0,1827312.0,2004,04/15/2016 08:55:02 AM,41.681524532,-87.635274485,"(41.681524532, -87.635274485)"
5605713,3881144,HK266680,03/27/2004 09:49:00 PM,122XX S MORGAN ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,524,5.0,34.0,53.0,03,1171878.0,1823606.0,2004,04/15/2016 08:55:02 AM,41.671422078,-87.646572882,"(41.671422078, -87.646572882)"
5605770,3881222,HL255771,03/26/2004 02:40:00 AM,068XX S PARNELL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,722,7.0,6.0,68.0,03,1173750.0,1859551.0,2004,04/15/2016 08:55:02 AM,41.770019061,-87.638659869,"(41.770019061, -87.638659869)"
5605786,3881243,HL256692,11/17/2004 09:00:00 AM,102XX S ABERDEEN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2232,22.0,34.0,73.0,11,1170792.0,1836944.0,2004,04/15/2016 08:55:02 AM,41.708047388,-87.65016046,"(41.708047388, -87.65016046)"
5605794,3881255,HL256720,12/01/2004 09:00:00 AM,016XX E 86TH PL,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,412,4.0,8.0,45.0,06,1188665.0,1847950.0,2004,04/15/2016 08:55:02 AM,41.737841274,-87.584358654,"(41.737841274, -87.584358654)"
5605822,3881298,HL256881,08/01/2002 12:00:00 AM,015XX W HIGHLAND AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2433,24.0,40.0,77.0,06,1164974.0,1942301.0,2002,04/15/2016 08:55:02 AM,41.997281657,-87.668479018,"(41.997281657, -87.668479018)"
5605881,3881377,HL257224,12/01/2004 12:00:00 AM,011XX E 100TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,511,5.0,8.0,50.0,14,1185308.0,1838280.0,2004,04/15/2016 08:55:02 AM,41.711385213,-87.596960742,"(41.711385213, -87.596960742)"
5605990,3881523,HL256149,01/11/2004 09:00:00 AM,011XX W ALTGELD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1933,19.0,43.0,7.0,06,1168290.0,1916764.0,2004,04/15/2016 08:55:02 AM,41.927135944,-87.657022266,"(41.927135944, -87.657022266)"
5606171,3881739,HK429147,06/13/2004 11:05:23 PM,032XX S UNION AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,924,9.0,11.0,60.0,11,1172159.0,1883509.0,2004,04/15/2016 08:55:02 AM,41.835797417,-87.643787255,"(41.835797417, -87.643787255)"
